TLA__ID	TLA__form	TLA__meaning_en	TLA__meaning_de
854642	mḏḥ.t		Mörser
78670	mḏḥ	strip of cloth	Gürtel; Band
78680	mḏḥ	fillet	Kopfbinde; Binde
78690	mḏḥ	to wind around (the head)	(den Kopf) umwinden; umwunden sein
854517	mḏḥ		rundum zurichten
78220	mdn	to relax; to be relaxed	ruhig sein
149660	sdꜣ	to tremble	zittern; zittern lassen
149670	sdꜣ.w	trembling	das Zittern
177610	dꜣ	to become loose (?)	entkommen; entschwinden; ohnmächtig werden (?)
177620	dꜣ	to tremble (med)	zittern
177700	dꜣw.t	trembling	Zittern
857761	sdꜣ		Zitterer
149650	sdꜣ	egret	Kuhreiher
149680	sdꜣdꜣ	to tremble; to make tremble	zittern; zittern lassen
149690	sdꜣdꜣ	trembling	das Zittern
31900	Jsdd	Trembler (an evil spirit)	Der Zitterer (böser Geist)
863011	sd		[Verb]
149700	sdj		(Füße) in Bewegung setzen
856558	dꜣ		kopulieren
33870	jdꜣ	to smooth	glattstreichen (?) (bei der Töpferei)
33880	jdꜣ.t	[a kind of bread]	[ein Brot]
68580	mjdꜣ	[edible part of a butchered bull]	[essbarer Körperteil des Rindes]
78430	mḏꜣ	block (of pressed dates as a unit of measure)	Block (gepresster Datteln)
78550	mḏꜣy	[vessel for bier]: [a measure for beer]	[ein Gefäß (für Bier)]; [ein Maß (für Bier)]
78460	mḏꜣ.t	chisel (of wood; of metal) (med.)	Saugrohr (o. Ä.)
78480	mḏꜣ.t	chisel	Meißel
147150	sgb	to shriek; to shout	schreien
147160	sgb	shrieking; shouting	Geschrei
147110	sgꜣ	to silence	schweigen
140250	zḥ	booth; hall	Zelt; Halle
140260	zḥ	council; counsel	Ratsversammlung; Ratschlag
141400	zḫi̯	to hit; to smite; to beat	schlagen; zerschlagen
141420	zḫ.t	blow	Schlag
141460	sḫi̯	to hit; to strike	schlagen; zerschlagen
141440	sḫ.w	gallbladder	Galle
141480	sḫ.t	marshland; country	Feld; Weide; Marschland
141540	sḫ.w	breadth	Breite
141550	sḫ.w	courtyard	Hof; Schlachthof
143050	sḫt	to trap (with a net, a snare)	(in der Falle) fangen; umschließen (mit Netz)
143060	sḫt	to weave; to form (bricks, in a mould)	flechten; weben; (Ziegel) formen
143100	sḫt	ambushing (?)	Sturm (militärisch) (?)
143150	sḫt	trap; net	Schlinge; Falle; Netz
450571	sḫt	brid trap; net; noose	Vogelnetz; Falle; Schlinge
143190	sḫt.j	weaver	Weber
144250	zẖꜣ	scribe's equipment	Schreibzeug
144670	zẖꜣ.yt	writings	Geschriebenes
144680	zẖꜣ.yt	scribe (?); (face) painter (i.e. cosmetician)	Schreiberin
450097	zẖꜣ.w	writing; record; depiction	Schrift; Schriftstück
550055	zẖꜣ.w	scribe	Schreiber
600375	zẖꜣ	to write; to paint; to work as a scribe	schreiben; malen
143400	zẖi̯	to be deaf	taub sein
143410	zẖ.y	deaf person	Tauber (Gehörloser)
550303	zẖi̯	to make deaf	taub machen
143480	sẖb	to swallow (something liquid); to quaff	verschlingen; einschlürfen; (Heilmittel) einnehmen
143490	sẖb.w	[a draught (med.)]	Trankmittel
141250	sḥḏ	to make bright; to illuminate; to shine	hell werden lassen; erleuchten; leuchten
141260	sḥḏ	light	Licht
141270	sḥḏ	clearing (by burning)	(Bäume) abbrennen (brandroden); auslichten; säubern
141280	sḥḏ	inspector	Aufseher
141290	sḥḏ.t	illuminator (Hathor)	Erleuchterin (Hathor)
141300	sḥḏ.t	inspector	Aufseherin
141320	sḥḏ.w	illuminator (sun god)	Erleuchter (Sonnengott)
141330	sḥḏ.w	bright ones (stars)	Lichter (Sterne)
857664	sḥḏ	brightness	Erleuchten
86570	nḥḥ	eternity	Ewigkeit
86580	nḥḥ	eternally	ewiglich
86590	nḥḥ	Eternity	die Ewigkeit
86430	nḥm	to take away; to rescue	fortnehmen; retten
86450	nḥm.w	rescuer	Retter
142130	sḫm	sekhem-scepter	Sechem-Zepter
142140	sḫm	(divine) power; (divine) image	göttliche Macht; Götterbild
142150	sḫm		Schwert
142160	sḫm	to be mighty; to prevail over	mächtig sein
142170	sḫm	to be mighty; to prevail over	sich bemächtigen; Macht haben (über)
142180	sḫm	might; power	Macht (körperliche)
142190	sḫm	sistrum	Sistrum
142200	sḫm		Sistrum spielen
142220	sḫm	Power (subdivision of a phyle)	Sechem (Unterabteilung einer Phyle)
142240	sḫm.t	power; might	Macht
142270	sḫm.t	powerful one	[Bez. der Flamme]
142300	sḫm.wj	the two powers (names of mirrors)	[Bez. zweier Spiegel]
142380	sḫm.yt	sistrum player	Sistrumspielerin
142390	sḫmjj	sistrum player	Sistrumspieler
142400	sḫm.w	cult images	Machtwesen (Pl.); Bilder (der Götter)
400331	sḫm	powerful	mächtig
851679	sḫm		mächtig sein; Macht haben (über)
852146	sḫm		[ein Gebäude (Kultstätte?)]
854304	sḫm		der Mächtige
855216	sḫm		Zauberbuch
857930	sḫm		Mächtiger
858646	sḫm.t		Mächtige
d5521	Sḫm(j.t)		Sachmet
d5529	sḫnt		Doppelkrone
500441	Sḫm	Power	Macht
857926	sḫm		[Substantiv]
857927	sḫm		[Substantiv]
857928	sḫm		[Substantiv]
859474	Sḫm.wt		Sachmetgöttinnen
142250	Sakhmet	Sachmet	
857934	Sḫm.tj		Mächtiger
142280	sḫm.tj	Two-powerful-ones (the double crown)	die beiden Mächtigen (die Doppelkrone)
142290	sḫm.tj	powerful; mighty	mächtig
859592	sḫm.tj		die beiden Mächte
144160	ssḫm	to strengthen	bestärken (im Widerstand)
dm7560	sḫ(m)		Bild (einer Gottheit)
857929	sḫm		[Pflanze]
dm8038	sẖm		Machtwesen
d5518	sḫm		Sistrum; [ein Szepter]
d5603	sšm(j)		Sistrum ('= sḫm)
142440	zḫni̯	to embrace; to seek out; to meet; to occupy (a place)	umfassen; suchen; antreffen
142450	zḫn	to unite	sich ereignen
142630	sḫn.w		Genosse
142460	zḫn		zufälliges Ereignis
142530	sḫn	to moor	landen
142580	sḫn	to bring near	nahebringen
142460	zḫn		zufälliges Ereignis
142530	sḫn	to moor	landen
142580	sḫn	to bring near	nahebringen
85490	nhp	to mourn	trauern (um)
85560	nhp.w	worries	Probleme, Schwierigkeiten
85460	nhp	to beget; to copulate	bespringen; begatten
85540	nhp	generative power (?); virility (?)	sexuelle Fähigkeit, Männlichkeit
85690	nhr	to flee (?); to sail (?) (Sem. loan word)	laufen (o. Ä.)
85700	nhr	fugitive (Sem. loan word)	Flüchtling
85710	nhr	terrifer (Seth)	Bösewicht (Seth u.a. Götter)
85720	nhr.t	wickedness (of Seth)	Bosheit (des Seth)
142880	sḫr.y	plan maker	Ratgeber
142920	sḫr.wy	those who govern	die Verbannten
85790	nhzi̯	to awaken; to be awake	wach sein; erwachen; aufwecken
85790	nhzi̯	to awaken; to be awake	wach sein; erwachen; aufwecken
86680	nḥti̯		glauben; vertrauen; aufrichtig sein
95890	rḫt	to wash (clothes)	(Kleider) waschen
95910	rḫt	washerwoman	Wäscherin (?)
d3557	rḫṱ		Waschung
d3558	rḫṱ		Wäscher
855716	rḫt.j		Wäscher
95930	rḫt.j	washerman	Wäscher
868307	rḫt.wt		Wäscherin
121510	ḫti̯	to retire; to retreat	zurückweichen; zurücktreiben
143130	sḫti̯	to turn back	zurückweichen lassen; zurücktreiben
143210	sḫti̯	run!	eilen; rennen
852623	ḫwi̯		verhindern (dass getan wird)
854549	sḫti̯		(etwas) nehmen; zurücknehmen; zurückweichen lassen; zurücktreiben
854832	ḫti̯		zurückweichen; zurücktreiben; umherziehen
143130	sḫti̯	to turn back	zurückweichen lassen; zurücktreiben
400031	nḫt	strong; victorious	stark; siegreich
400968	nḫ	protection	Schutz
550230	nḫt	able; very	tüchtig; sehr; stark
86760	nḫ	to protect; to help	schützen; helfen
86780	nḫ	to confirm	bestätigen (die Sonderstellung eines Landbesitzes)
87560	nḫt	to be strong; to strengthen	stark sein; stärken; schützen
87570	nḫt	strength; might; victory	Kraft; Stärke; Sieg
87580	nḫt	strong one	Starker
87690	nḫt.j	giant	Gewaltiger
86930	nḫi̯	to endure	dauern; fortbestehen
86960	nḫy.t	protector (goddesses)	die Schützerin (Beiname von Göttinnen)
86990	nḫ.w	protector; defender (divine epithet)	Schützer, Beschützer; Verteidiger
140600	sḥwr	to vilify; to reproach	schmähen; verächtlich machen
140010	shꜣ	confusion	Aufruhr
140020	shꜣ	to damage	in Unordnung bringen
140030	shꜣ	to be damaged	beschädigt sein
140050	shꜣ	to confound; to defraud	umkehren; verkehren; betrügen
140060	shꜣ	to confound; to defraud	verderben (trans.); vernachlässigen
140070	shꜣ	pestle	Stößel
140080	shꜣ.t	drum	Trommel
140090	shꜣi̯	to bring down; to make fall	herabsteigen lassen; fallen lassen
146980	sksk	to illumine	erhellen
146990	sksk	light	Licht
146490	skꜣ	ass's foal	Eselsfüllen
146390	sk	to destroy (?)	[intrans. Verb]
146400	sk	to wipe (out, away)	abfegen; abwischen
146420	sk	accusation	Beschwerde (gegen jmdn.)
146430	ski̯		mahlen
146470	ski̯		zum Schiffskampf aufstellen
146580	sk.w	fray; battle	Kampfgewühl; Kampftruppe
146700	ski̯	to perish	untergehen; zu Grunde gehen
146710	ski̯	to destroy	vernichten; beseitigen
146730	sk.j	flour	Mehl
500393	kj.wj	foes; hostile forces	Feinde
854552	ski̯		untergehen; zu Grunde gehen; vernichten; beseitigen
855087	kj.wj		Feindschaft
856073	sk.t		Säuberung
857789	sk		Untergehender
858508	sk		Untergehender
859239	sk.yt		Schlachtfeld
d5634	sq		zermahlen; [adjektivisch] gemahlen
d5682	sgj		untergehen ('= sk)
d5672	skte(.t)		Sektet-Barke, Morgenbarke
146720	ski̯	to pass (time)	(Zeit) vergehen lassen
852792	sk	impershable spirit	Untergang
146540	sk.tj	[a boat]	[ein Boot]
75920	msk.tjt	solar bark (nocturnal, morning)	Abendbarke (Sonnenschiff); Morgenbarke
853782	msk.tjt		die Abendbarke (Isis und göttliche Wesen)
75910	mskj	slander (?)	Gerücht (o. Ä.)
146440	sk	[trans. verb]	[trans. Verb]
146460	sk		Lanze
dm7382	sk		brechen, zerstören
146520	sk.t		[ein Leiden (am Kopf)]
146550	sk.tj	perishing one (?) (companion of Osiris)	Wächter des Leibes (?) (des Osiris)
146570	sk.tj		Lanzenträger; [ein niederer Offizier]
147040	skt	[a military officer (scout?) (guard?) (Sem. loan word)]	[ein niederer Offizier]
146980	sksk	to illumine	erhellen
146990	sksk	light	Licht
147000	sksk		[die Sonne anbetender Pavian]
147010	sksk	to destroy	zerhacken; zerstören
860885	sksk		umherwandern; umherstreunen
dm7572	sge		Verstorbener (o.ä.)
d5696	sgsg		[eine unangenehme Einwirkung]
870767	ky		Feind
146500	sk	to pass (time)	leiten (?), führen (?); nach sich ziehen (?)
146720	ski̯	to pass (time)	(Zeit) vergehen lassen
600036	nkt	some; a little bit of; matter	Etwas; Angelegenheit (mit Artikel); Dinge
146880	zkr	to decorate; to adorn; to burnish	schmücken (o. Ä.)
146610	skꜣ	to plough; to cultivate	pflügen; Acker bestellen
146620	skꜣ	crops	Ernte
146630	skꜣ	plough ox	Pflugtier (Ochse, Esel)
146640	skꜣ	ploughland	Acker
600215	skꜣ.t	ploughland	Ackerland
854710	nqꜥ.wt		das Schneiden (als Schmerz)
89020	nqꜥ	pains (of labor)	Wehen (bei der Geburt)
134140	sm.w	plants; vegetables; pasture	Kraut; Futterkraut; Gemüse
134800	smj	pasture	heilig
134870	sm.yt	herb(s); herbage	Kräuter
134810	smj	reporter	Bote; Melder; Ankläger
134820	smj	to report; to complain	berichten; melden; verklagen
134830	smj	report; acknowledgment; accusation	Meldung; Antwort; Anklage
135870	smt	to inspect	auf die Weide führen, weiden (?)
135960	smd	to wander	wandern
136020	smd.t	border	Randinschrift
d5318	smt(e)		Art, Gestalt, Gleiches, Aussehen; Ähnlichkeit; Angelegenheit; (mit pꜣ davor) ebenso
136030	smd.t	personnel; staff; underlings	Untergebene; Personal
136050	smd.t		Arbeitsort (?); Dienst (?)
135540	smḥ		Zweig
73320	mḥ	forearm	Arm
73330	mḥ	cubit; cubit rod	Elle (Längenmaß); Ellenstab
73380	mḥ		sich verneigen (?)
73440	mḥ	to coil around (of snakes)	umwinden (von Schlangen); umwinden (von Kränzen); schmücken
73450	mḥ	garland	Kranz
856080	smḥ	hull	[Schiffsteil]
84340	nmḥ.w	[noun]	Verwaistsein
84350	nmḥ	to be poor	arm sein; elend sein; verwaist sein
84360	nmḥ.yt	free woman (of lower social status)	Bürgerin
84370	nmḥ.w	free man (of lower social status); orphan	Armer; Bürger; Waise
851706	jmi̯		gib!; gebt!; veranlasse (dass)!
84130	nmj	to traverse; to travel	durchfahren; fahren
84180	nmj.w	[a boat]	[Bez. für Schiffe]
84490	nmt	to go; to stride through	schreiten; durchschreiten
84500	nmt	stride	das Schreiten; Gang
69300	mwt	to die; to be dead	sterben; tot sein; vergehen
69310	mwt	death; dying	Tod
69320	mwt	dead person (as potentially harmful to the living)	Toter; Totengeist
77280	mt	to die; to be dead	sterben; tot sein
77290	mt	death	Tod; Sterben
77300	mt	dead person; the deceased	Toter
d2408	mwt		sterben; [mit refl. Pron.] sterben
d2409	mwt		Toter
dm762	mwt		Tod
69330	mwt.t	dead person (as potentially harmful to the living)	die Tote; weiblicher Totengeist
134210	zmꜣ	temple; hair at the temples	Scheitel (?)
134360	smꜣ	scalp; temple (of the head)	Schläfenhaare; Schläfe; Seite des Kopfes
134590	zmꜣ.y	[a part of the body]	[ein Körperteil]
134380	smꜣ	sacrifice; sacrificial steer	Schlachtopfer; Schlachtrind
136320	sn.w	[a vessel]	[ein Krug]
136430	sn.wt	shrine	"Senu-Heiligtum (""Schangensteinhaus"")"
136640	sny.t	deckhouse; cabin	Kajüte (o. Ä.)
137300	snf		Vorjahr
d5350	snfe		letztes Jahr, Vorjahr
27700	jnḥ	eyebrow	Augenbraue
27710	jnḥ	to surround; to enclose; to border	umgeben; einschließen; umzingeln
27730	jnḥ.w	border	Einfassung (eines Bildes)
d585	ı͗nḥ		Augenbraue
27720	jnḥ.t	[a large beer jug]	[ein großes Gefäß (für Bier)]
400954	jnḥ.w	[a small rodent]	[kleines Nagetier (?)]
dm43	ı͗nḥ		Hof
dm2560	mnḏḥ(.t)		Augenbraue
137850	snḥ	to tie up; to fetter	binden, fesseln
500330	snḥ	fetter(s)	Fessel
138280	snq	to suckle	säugen; saugen
85010	nnšm	spleen	Milz
80130	nyb	[a tree]	[ein kostbares Holz]
84920	nnjb	[an aromatic tree (styrax?)]	Styrax officinalis
dm3894	*nnjb		Styrax
133180	spd	sharp	spitz
133190	spd	sharp; skilled	geschickt
133300	spd.t		Dreieck
500142	spd	to be sharp; to make sharp	spitz sein; spitz machen
855077	spd.w		die Scharfen
d5260	Spd(w)		Sopdu
d5262	Spd.t		Sirius; Sothis; Satet
d5224	sbt(j)		herrichten, ausrüsten, vorbereiten; auswählen; versorgt sein
133220	Spd		[der dem Sirius entsprechende Dekan]
500143	spd	to be effective; to be skilled	tüchtig sein; geschickt sein; gerüstet sein; ausrüsten
133210	spd	[an amulet (?)]	[ein Gerät]
133240	spd	grain ration	Proviant; Getreideration
133260	spd		[ein Holz]
133280	spd	efficacy (?)	Wirksamkeit
133290	spd	efficacious one (sun god)	Wirksamer (Sonnengott u.a. Götter)
133340	Spd.w	Sopdu	Sopdu
857835	spd.w		[Substantiv]
133310	Spd.t	Sirius	Sirius (Stern)
851672	Spd.t		Sothis (Stern des Sirius als Göttin)
133320	spd.t	women	[Bez. für Frauen]
851287	spd.t		Wirksamkeit
855076	spd.t		[ein Gewand]
133370	spdd	to equip	ausrüsten
143960	sspd	to enliven	Gesicht schärfen (o. Ä.)
143970	sspd	to make ready; to supply	zurüsten; ausrüsten
dm937	sjbṱ		Hügel
dm7601	sbtj		Ausrüstung, Ausstattung
dm795	sbtj.t		Vorbereitung
dm1273	sbtj(.t)		Ausstatterin (o.ä.)
d5221	sbt(.t)		Hügel
d5229	sbṱ		Ausstatter
133380	spdḏ	to make ready	wiederherstellen
83140	npr	grain	Getreide
146040	sqb		[Krug für Wasserspende]
146050	sqb.w	cooling	Abkühlung
160030	qb		sich demütigen
160050	qb	to be cool; to be calm	kühl sein; ruhig sein
160060	qb	cold	Kühle
160070	qb	to pour a libation	libieren
160080	qb	cool wind	kühler Wind
160090	qb.t	coolness	Kühlung
160130	qby	jar (for water, for beer)	[ein Krug (für Wasser, Bier)]
880754	qb.t		Krug
88990	nqꜥ	to rip; to scratch	ritzen
89000	nqꜥ	to tear out (the heart)	(Herz) ausreißen
89010	nqꜥ	[edible part of a plant]	[essbarer Teil einer Pflanze]
89030	nqꜥ	to scratch; to tingle; to prickle (the nose)	(in der Nase) bohren
89040	nqꜥ.wt	notched sycamore fig	geritze (reife) Sykomorenfrüchte
85100	nr	time; return of the year	bestimmter Zeitpunkt, Termin
93210	ry.t	tribunal	Gerichtsraum (im Totenreich)
93230	rj.t	side	Seite (allg)
93430	rw.t	tribunal	Gericht
93460	rw.t	portable naos	tragbarer Naos
93610	rw.yt	administrative building; law court	[Behörde]; [Amtsgebäude]
93620	rw.jt	administrative building	[Amtsgebäude (u. Ä.)]
93640	rw.w	districts	Gebiete (o. Ä.)
139910	srd	to gleen	Ähren lesen
139390	srf	warmth; temperature	Wärme; Leidenschaft; Fieber
139410	srf	to make rest; to rest	ruhen; zur Ruhe bringen
650020	srf	rest; relief	Erleichterung; Muße; Rast
146880	zkr	to decorate; to adorn; to burnish	schmücken (o. Ä.)
139490	zrm.t	[beer made of dates]	[ein Bier (aus Datteln)]; Dattelpressrückstand
139530	srm.t	"[a ""beer"" made of dates]"	[ein Bier (aus Datteln)]
139770	srq	to open; to make inhale	atmen lassen; atmen; öffnen
139810	srq	to rip open; to slay	zerfleischen; schlachten
d3710	lg(j)		[mit Refl. pron.] aufhören; entfernen; [intr.] aufhören (vgl. ꜣ.rk)
d1065	ꜥlk		aufhören ('= lg); [mit dj] heilen
856676	rgi̯		aufhören; entfernen
dm2704	rjqj		Tadel
96300	rq		Gegengewicht
96330	rq.w	opponent	Widersacher
96340	rq.w	enmity	Feindschaft
96310	rq.t		die Widerspenstige (e. Kuh)
96290	rqi̯	to turn aside; to defy	abwehren; feindselig sein
96350	rqw.t	[symptom of resistance (med.)]	Resistenz (einer Schwellung ?)
855367	rqrq		Widerstand
856232	rqrq		aufhören; entfernen; weggehen
857634	rqq.t		Feindseligkeit
96400	rk		aufhören
d3635	ljg.t		Hindernis
dm6422	lgj		"(in: lgj n md.t-n-ꜥḏ ""falsche Behauptungen"" o.ä.)"
dm123	šlṱe.t		Stock
139790	srq	[a body of water]	[ein Gewässer]
139800	srq		[ein Amulett]
139840	srq	[a fish]	[ein Fisch (Petrocephalus)]
139890	Srq.y	breather (e.g., the sun god)	Atmender
139880	srq.w		Atmen
139850	Srq.t	Selkis	Selqet
139860	srq.t	Selkis (constellation in the northern sky)	[Gestirn am Nordhimmel]
139870	srq.t	scorpion	Skorpion
87870	ns.t	seat; throne	Sitz; Thron
87880	ns.t	base (?)	Fundament (Teil der Ziegelrampe)
88100	nsbi̯	to devour; to lick	verschlingen; ablecken
149770	sdb	to eat; to chew	essen
150440	sḏb	to make live; to restore (to life)	leben
137230	snp	to mutilate	verstümmeln
137240	snp.w	wounds	Wunden
138540	snṯ	foundation (of a temple); (ground) plan (of a temple)	Fundament; Grundriss; Bauplan
138580	snṯ.t	foundation; plan (for a building)	Grundmauerwerk; Bauplan
138620	snṯi̯	to found	gründen; schaffen
90260	nṯr	god	Gott
138660	snṯr	censing (?)	Räucherung (?)
138670	snṯr	incense	Weihrauch
138690	snṯri̯	to make divine	göttlich machen
400281	nṯr.j	divine; sacred	göttlich; heilig
703981	nṯr	Netjer	PN/?
90280	nṯr.t	goddess	Göttin
90310	nṯr.t	sacred-eye(s)	göttliches Auge (heiliges Auge eines Gottes)
90320	nṯr.t	Divine(-eye) (sun god)	das göttliche Auge
90400	nṯri̯	to be divine; to make divine	göttlich sein; göttlich machen
90410	nṯr.j	divine one; sacred one	Göttlicher; Heiliger
90420	nṯr.j	castle of the god	heiliger Palast
90430	nṯr.j	Divine (Dendera Temple, e.g.)	Heiligtum
90440	nṯr.j	Divine one (an armlike censer)	Räucherarm
90450	nṯr.j	heart (of gods; of kings)	Herz (von Göttern und vom König)
90470	nṯr.j	the divine one (designation of a censer)	(heiliges) Becken
90480	nṯr.j	Canal-of-the-god	Gotteskanal (Gewässer im Jenseits)
90510	nṯr.j	natron	Natron (allg.)
90520	nṯri̯	to purify (with natron); to be pure (through natron)	gereinigt sein (durch Natron)
90530	nṯr.yt	[a divine staff]	Götterzeichen (ein Kultstab)
90540	nṯr.yt	[a substance related to natron (med.)]	[Natron-Art (?) (offizinell)]
90570	nṯr.j	Divine (a phyle of funerary priests)	Göttliche (?) (Unterabt. einer Totenpriesterphyle)
90580	nṯr.jw	[a priest of Re]	die Heiligen (Priester des Re)
90610	nṯr.wt	divine state	göttlicher Zustand
138650	snṯr	to cense; to purify	räuchern; reinigen
88620	nšp	to inhale; to pant (?)	atmen; atmen lassen
144880	sšp	grapes (or wine?)	[Bez. des Weines]
144920	sšp.t	[a melon]; cucumber (?)	Chate (eine Melone); Gurke (?)
144850	sšp	to be bright; to make bright (i.e., to lighten)	hell sein; leuchten; erleuchten
144860	sšp	light	Licht
144870	sšp	[a bright cloth]; [a bright garment]	[ein Gewand (hellfarbig)]
144900	sšp.t	bright one (Hathor)	die Leuchtende (v.a. Hathor)
144910	sšp.t	bright one (the heavens)	[Bez. des Himmels]
144920	sšp.t	[a melon]; cucumber (?)	Chate (eine Melone); Gurke (?)
144930	sšp.t		[ein goldenes Amulett]
144940	sšp.y	bright one (solar Horus)	Leuchtender
857855	sšp.t	bright (white) cloth	[ein Gewand (hellfarbig)]
857856	sšp.t	brightness	Licht
859240	sšp		Milch
d4464	ḫpꜣ.t		Zeit, Augenblick
144880	sšp	grapes (or wine?)	[Bez. des Weines]
854743	sšp		[leuchtender Gegenstand]
d5904	šwb(e)(.t)		Gurke (vgl. šp)
d5958	špj		[Kürbisgewächs, vermutlich Chate]
d5939	šp		Zeit, Stunde, Augenblick; [mit n adverbiell] plötzlich
153290	šb.t	[an edible vegetable (cucumber?) (melon?)]	Melone
dm5582	šsp		Licht
dm3207	ššp		[ein Stoff]
76430	mšpn.t	[an illness]	Hautflechte
88370	nsq	[verb]	stechen; beißen
88270	nsr	to burn up; to shrivel	brennen; verbrennen
156840	šrr	to cry out	rufen, schreien
dm7823	šrl		Wehruf, Wehklage, Flehensruf; Gebet
dm7821	šll		Wehruf, Wehklage, Flehensruf; Gebet
d6124	šllwl		Jauchzen
d6123	šll(e)		(laut) wehklagen, flehen; beten
88350	nss	to do damage to	beschädigen (o. Ä.)
75840	mssbt	[a metal tool (needle)]	[Werkzeug aus Metall (Nadel?)]
151460	šꜣꜥ	to begin; to be the first (to do something)	beginnen (zu tun); [aux./modal]
